620063502682599425	positive	"No. It's okay. You can go attend Miss USA! Trust me, you should DEFINITELY attend Miss USA. https://t.co/CWuf7ZIJII"	
620064098731073536	neutral	Obama is gonna be at the Illegal Miss USA pageant tomorrow. https://t.co/jZ107vMJZM	
620067692066828288	negative	Bad Blood may have the absolute worst lyricism I've ever heard in my life (regarding Taylors parts) #UsedtobeMadLove #ReallyDeepCut	
620068767930802177	neutral	@HOTTESTAR1 Bom may not be the best main vocalist but she does not have the worst voice in Kpop. Ppl need to stop over exaggerating	
620073648255168512	positive	Tune into Reelz tomorrow at 7pm CT to support Alpha Mu's Rebecca Dunn in the Miss USA pageant. Go Becca! We love you! http://t.co/3WFtwMOPEq	
620076360040583169	neutral	@m_rutler @xtina @nbc ru hosting a Miss USA party ? Sugar cake for the top 5 . Miss America in AC in sept.Free trip contests? Ur fired xtina	
620080951708651520	positive	Be sure to watch Miss USA tomorrow night at 8pm ET on the Reelz Channel! I can not wait to see which beautiful... http://t.co/1I6LMrEFiJ	
620084129640546304	neutral	"Given that Watchman repeats passages whole, it seems Lee didn't want to publish a 2nd book so much as she wanted to correct Mockingbird."	
620099074679701509	negative	My parents are going to the Zac Brown Band concert tomorrow night and I'm so jealous.	
620111581230149632	neutral	Really think @taylorswift13 should have @taylorphelan as a guest for Bad Blood at the show Oct 17 in Dallas	
620125231164715008	positive	Sun setting on the Columbia river while the Zac Brown Band wails out Homegrown!#theshit http://t.co/EfHwVT56mj	
620131126888132608	neutral	Was chatting up ref librarian at local public library a few days ago about Watchman. Ended up on hold list for novel. Read 1st chapter..5/S	
620133093005856768	neutral	"Cartel Wedding, feeling like Chris Benoit after slamming Randy Orton for the 5th time in a row, stamina http://t.co/Xf3Ex1Knp6"	
620133289668407296	neutral	[Paul] Paul McCartney &amp; Wings - Hot as Sun Concert for the People of Kampuchea http://t.co/5vBVyQiXXt	
620149443191533568	negative	The growth of gerontocracy: George Osborne's assault on the young. @NickCohen4  http://t.co/722tfJelDt	
620152459676282880	negative	The hidden Budget tax rises George Osborne didn't want you to know about http://t.co/aHTkG4iGUf	
620156193026252801	positive	"This is soooo good! Sunday Jam ""@LucyRoseMusic covers Taylor Swift's Bad Blood in the Live Lounge"" https://t.co/aNRI5T5Wdq"	
620163205327773696	neutral	Should the Sunday #tradinglaw be a thing of the past? George Osborne thinks so http://t.co/nrLlUgID3e	
620166981614968832	positive	Just two days to go until the publishing event of the decade! Go Set a Watchman is out on Tuesday and you can... http://t.co/B2mSe5ECfE	
620170215507292160	negative	Robbed by George Osborne...while the royals play decoy | Kevin McKenna http://t.co/aDQnPJxNQi	
620173983179231232	positive	"At last, evidence that George Osborne's drive to make work more attractive that benefits is working. #makeworkpay https://t.co/M8Nrr4DSX3"	
620192443204546560	neutral	"@mcuban Sir, if ur n Chicago, c Sir Paul McCartney, July 31. Met him in NY other day. He'll be xcellent. M sure he'd confirm I'd get ratings"	
620201635013337088	negative	Boko Haram on Saturday claimed responsibility for attacks in Chad's capital N'Djamena and the Nigerian city of... http://t.co/gwyUpVUYvH	
620208590951960576	negative	GEJ needs a public apology from all those that called him the sponsor of Boko Haram.  Every Sunday and Friday is a feast day for Boko Haram.	
620237663170228224	positive	"We're on our way to Hoover, AL for SEC Media Days tomorrow, but tonight, we'll be cheering on @BrookeFletcher in the Miss USA pageant!"	
620266119056740352	neutral	#Rangers - Josh Hamilton is not in the Rangers starting lineup on Sunday. http://t.co/hqWxQJ6vco #winning http://t.co/UC10Hlp3yD	
620267832614518784	positive	@tifftiffannie haha 8th - 11th grade was strong with the Kpop. We're always in sync lol	
620279295169200129	negative	"I remember Chad calling Boko Haram ""school boys"" Vowing to end them in two weeks.. Now he knows what's up  https://t.co/hxSaqlcgoe"	
620295060756787200	negative	"By Joe Hemba DAMATURU, Nigeria, July 10 (Reuters) - Boko Haram islamist militants attacked the northern Nigerian town of Buni Yadi in Yobe"	
620302439456092160	positive	Go Set a Watchman comes out Tuesday and I'm really excited for it	
620325254259429377	positive	Happy Sunday! Back at the River Center for Miss USA!  It's going to be an interesting night. Who is watching the big show?	
620328475325378560	positive	What I like about Ryan Braun making all star game is hearing all the hatred for him.  Assures me he may be a Brewer for life.  I like that!	
620329365948223490	neutral	"Trump should let whoever comes in 11th place in the polls be a guest judge at Miss USA, to make up for it."	
620331316597391361	negative	@BBCNews You know Go Set a Watchman is not being released until tomorrow? Really did not appreciate the spoiler on your website.	
620334013320818688	neutral	People of Cirencester! Tomorrow is the day before The Day! Last chance to pre-order Go Set A Watchman at Half Price. http://t.co/126ah7QpUT	
620335227890630656	neutral	"Trump to skip Miss USA pageant: Donald Trump won't be at the Miss USA Pageant taking place in Baton Rouge, Louisiana, on Sunday night..."	
620338691488268288	neutral	For the sake of being at work during th Miss USA finals I am deleting my Facebook app until tomorrow so I can... http://t.co/iUfubj0jyu	
620342289995558912	negative	Just seen hat somebody tried to sell a baby today -- George Osborne will be charging VAT on them next - at least on the 3rd one	
620344813552951296	positive	Officially Miss Denton USA and officially so excited for Miss USA tonight and for September to come already! http://t.co/0YKeHN4Bz3	
620360837497229313	neutral	Don't forget to tune in as Miss Iowa USA will represent the Hawkeye State during Sunday's Miss USA pageant: http://t.co/abM9iaS3B3	
620365530017472513	positive	I'm about to eat four hot dogs and watch Miss USA. Happy Sunday.	
620372854501015552	neutral	Nat'l Headline: Miss USA contestants prepare to take stage: Women from across the country Sunday are vying for... http://t.co/e6fAy16jgs	
620377309825134592	positive	This is a Harper worth looking forward to. Go Set a Watchman's 1st chapter stuns fans with bombshell plot twist http://t.co/KCBLbn3EXj	
620380830989336576	neutral	Tune in to the 2015 MISS USA Pageant July 12 8p ET/5p PT in Baton Rouge LIVE on ReelzChannel	
620381355117907968	positive	3rd annual Miss USA pageant with wings night for me. #lifegoals	
620383113571618816	positive	Time for Miss USA!!! Go @RealMissTNUSA !!!! Titans fans she cheers for your team on the sidelines every Sunday... time to cheer for her now!	
620385344010252288	neutral	"@breeahnuh_ yes, it's true I've missed all my children but no Go Set a Watchman gets released Tuesday"	
620386720152973316	neutral	Watching the Miss USA pageant...you can bet on me hitting the gym and ulta tomorrow lol	
620398950533632000	positive	Miss USA featuring all the 1st generation Americans and multicultural women is great.	
620402199240151040	negative	"The Asian girls in the swim suit section for Miss USA are the ones with the worse bodies, c'mon now &gt;_&gt; #itsmissusa #cantyouworkoutmore"	
620403152697753601	negative	Go figure on Miss USA is talking about bi racial and 1st time immigrants sad how the owner missed up the girls this yr.	
620411093656035328	neutral	#weeds #drug Miss USA contestants take stage in 64th annual pageant: Women from across the country Sunday took... http://t.co/zXt4jb135x	
620412649214484480	negative	"It's Sunday, Miss USA is on and all y'all want to tweet about are dicks."	
620414827547066368	positive	Can't decide if I'm more pumped about the crowning of a new Miss USA tonight or the All-Star game on Tuesday	
620416297382252544	positive	The Miss USA pageant was tonight so that means there will be a lot more girls at the gym tomorrow	
620416711003623429	neutral	"Thank you Miss USA! You stole my words ""Beauty is in the inside and outside"". You may be drop dead gorgeous but... http://t.co/rlUNVXm4Dq"	
620419137018429441	negative	Also just now starting Miss USA so nobody text me about top 5 who wins etc Bc I may kill u	
620419644877180928	neutral	Had kid at Sunday school ask me: Did you know Paul McCartney was in another band before Wings? &lt;Feeling OLD&gt; #NostalgiaChat	
620422456474386432	positive	"@mikemckinnon @CCJsask agreed, especially Friday night! I love Zac Brown Band and it will be the first time I see them live (:"	
620423046109597696	positive	"This may be about Miss America and not Miss USA, but John Oliver is always relevant/great/perfect/hilarious.  http://t.co/Bg8naStu66"	
620423609870364672	negative	@KySportsRadio Miss USA pageant questions were epically bad. I think you have your topic for the show tomorrow	
620426963472134144	negative	What I'm getting from Miss USA is that you can not answer a question at all and still get 3rd	
620427207274422272	negative	"totally intended to boycott Miss USA show, but how in the world did Maryland come in 5th?! Three of those other girls gave terrible answers."	
620427294075584512	neutral	Miss USA or prom queen the world may never know	
620428030188589057	positive	"Be on the look out for my Miss USA 2015 recap tomorrow! Hear about my favorite gowns, swimsuit bods, and... http://t.co/rfX7QmvNEk"	
620428257045778432	neutral	Now that Miss USA is over I think I might World War Z for the 6th time  . Cant go to sleep in a quiet room the TV is always on	
620428713365078016	positive	Ylianna Guerra Miss Texas USA won 1st runner up at Miss USA. So proud to say she comes from the Valley and made it this far!	
620429925498114048	neutral	May I have the names of the singers on Miss USA?	
620431875945840640	neutral	Great way to end my 21st: watch the Miss USA pageant and cry because fat and ugly	
620432784390266880	neutral	#MissUSA I wonder if someone from 1st Take is going to invite miss USA to the show	
620434259405373441	neutral	"@snidere95 ""I'm Ellen Snider and I once survived a 3rd degree hand burn trying to make smores dip &amp; watch Miss USA when I was 20."""	
620435978201632769	positive	we want the 9th crown for USA and especially enjoys every moment you lived as Miss USA.	
620436097537978368	positive	"Cranking Iron Maiden tomorrow when I head to work. If you are going the speed limit, get out of my way."	
620436233425059840	neutral	Re-watching the Miss USA pageant and Miss Rhode Island may have just made me cry	
620437207581495298	positive	Olivia Jordan - only the 2nd woman in history to win BOTH titles - Miss World -United States and Miss USA.  She... http://t.co/Ddlb60TsH9	
620437987193569280	negative	"Hahaha 2nd place in Miss USA was Miss Texas from @CityofMcAllen , wonder if the organization just placed her there just for being Mexican"	
620438731992862720	positive	Well it's great to see a wonderful woman from McAllen get 1st Runner Up in the Miss USA Pageant	
620443259458990080	negative	"Ugh, it's gonna be so embarrassing to have to go to work tomorrow, having not been being crowned Miss USA tonight."	
620449026186575872	neutral	"#TeamFollowBack Another pageant, another Q&amp;A fail to make you question our educational systems During Sunday's Miss USA p...  #FollowBack"	
620449927492059137	positive	Congratulations to Miss USA 1st runner up @RealMissTXUSA. You've made #McAllen and the #RGV very proud! #MissUSA	
620451684511260672	neutral	"Olivia Jordan of Oklahoma was crowned Miss USA on Sunday, wearing a hot pink strapless dress as she deftly fie... http://t.co/KejBtuz08q"	
620451697475719173	positive	The Miss USA questions portion may be the funniest thing I have ever seen	
620456013582368768	neutral	".@TheRealKamie I'm the 1st to say embrace your body &amp; no one should be ashamed of theirs. However I want to know if ""Miss USA"" has nude vids"	
620463438083551232	positive	Congrats Ylianna Guerra for getting 1st runner up in the Miss USA Pageant!! http://t.co/RuYKAJg7iP	
620464868433367041	neutral	"Miss USA contestants prepare to take stage - BATON ROUGE, La. (AP) -- Women from across the country Sunday ... #news http://t.co/8rLUIcnbaU"	
620467935174209536	neutral	Instead of watching the Miss USA pageant I watched Drop Dead Gorgeous...A 1999 dark comedy &amp; Amy Adams 1st role! #USA http://t.co/AmchDlvhaU	
620470107156824064	negative	I madr noprogress my lfe is going downhill actually Kpop ruined the world everything will dje the sun will explodeand Bush will confirm 9/11	
620470689850597377	neutral	"Donald Trump didn't show up for the Miss USA competition:  On Sunday, Olivia Jordan of Oklahoma was crowned Mi... http://t.co/sRaoXIBB4u"	
620472962433568768	neutral	"Morning! Watch the 4 Lab leadership contenders give their views on George Osborne's budget for 1st time 0915 BBC2/BBCNews, with 100 voters"	
620481359555891200	neutral	"The twitter page of the woman who just won the Miss USA pageant tonight only has 3,300 followers, so you may have a chance still, guys."	
620481943373615104	positive	"@HuffingtonPost whats her name standing back of miss usa and crowning her,she is cute and beautiful..may be more than miss usa"	
620485556833812480	neutral	"@TimLihoreau tomorrow's breakfast serial suggestion. George Harison was a Beatle,so was Paul McCartney so how about My Love!!!!"	
620490321688952832	neutral	"Skills crisis is key flaw in George Osborne's productivity plan, says CBI. Girls are the answer @CBI_ES - lets talk. http://t.co/S41fdmGlxJ"	
620493452539662337	neutral	Miss Oklahoma won the Miss USA pageant on Sunday https://t.co/KTxLA5Rd47	
620509902167879680	neutral	"Pictures of the day: 13 July 2015: Miss USA is crowned, a leaping gymnast and an erupting volcano"	
620511335512608769	negative	the Miss USA 1st runner up is a Latina woman who volunteers on the border of Mexico &amp; Texas because fuck Donald Trump all over his dumb self	
620513274828861440	positive	Go Set a Watchman is out tomorrow! AAAAAAHHHHH! Even more excited about this than Urban Decay's Naked Smokey.	
620515251822440448	positive	"Tomorrow, tomorrow, I'll sell you, tomorrow, Watchman's only a day awaaaay. #GSAW #GoSetAWatchman #Annie doors open at 8am, see you then! :)"	
620515322223796224	neutral	George Osborne presented the first Budget of this Parliament on Wednesday 8 July 2015. The speech set out his... http://t.co/zz4Qpk7hpM	
620519869927280645	positive	Only ONE day to go before the release of Go Set a Watchman! See you all at 8 am tomorrow... :)	
620534937406558208	positive	Its getting close. The day is almost upon us. GO SET A WATCHMAN IS TOMORROW!! #GSAW	
620548396529618944	negative	Talk about post holiday blues.15 seconds of George Osborne's voice undoes all the good of a week in the sun. Personification of a wet Monday	
620549001184694272	neutral	Good Monday Rockers! Today we are going to discuss the best robots in TV/Movie History. Rolling Stone magazine... http://t.co/VNf5ip30dm	
620551647824084992	neutral	George Osborne has been a believer in the living wage for two years - argues @MatthewdAncona http://t.co/jW76quIrYQ http://t.co/pGYdpJy9IZ	
620552365096206336	positive	"Miss USA on Sunday, wearing a hot pink strapless dress as she deftly fielded the interview BEST THINGS IN LIFECOME FREE TO US CUZ WERE OOOH"	
620553369862672384	positive	"I scream, you scream, we all scream for ice cream!!  National Ice Cream Day is Sunday July 19th!  All Sitel... http://t.co/Zg64hAx53d"	
620556114665566208	positive	"Go Set a Watchman, the only other novel by Harper Lee set to be a hit as it's released in stores tomorrow! #goodreads http://t.co/9gyyCsLh5N"	
620556893954641921	positive	"Surprises in ""Go Set a Watchman"" may make readers re-examine ""To Kill a Mockingbird.""  http://t.co/978ANj8K4k http://t.co/OSDOClikib"	
620561982303793152	neutral	Intense workouts &amp; diet starts tomorrow after watching the Miss USA pageant.	
620565929798279169	neutral	Go Set a Watchman is out tomorrow! We're open at 8:00am so you pick it up before work. Still time to preorder for half price today #GSOW	
620568407063310338	neutral	"Called Watchman, same story as To Set a Watchman but from the Watchman's point of view? https://t.co/7xdyl43gOu"	
620569168757178368	neutral	@TODAY inaccurate reporting on Watchman. Its the 1st book HL wrote after many revisions by request of publisher came To kill A mockingbird!	
620575691868758016	neutral	@DrTimony I finished TKAM last Thursday! Let me know what you thing about Watchman	
620577402293481472	positive	"Best HR derby,Josh Hamilton 28 monster blasts DEEP into the Bronx night,a record 1st round.Then like his career, faded,just three in finals."	
620580732335996928	neutral	"Why would it be so bad if ARod played in the All-Star Game, but nobody cares that Ryan Braun will be playing tomorrow night #MLBAllStarGame"	
620581212848017408	positive	Happy Monday! Did you know that today is National Ice Cream Day?! This Monday isn't going to be so tough after all... http://t.co/pQvGYXChjw	
620581905101135872	neutral	"Harper Lee's new novel ""Go Set a Watchman"" will be published tomorrow. Get a sneak peek of the first chapter here: http://t.co/TJ8pZpAgec"	
620587148262010880	neutral	Harper Lee may have a third novel in her safe-deposit box: Go Set a Watchman might not be the las... http://t.co/5F4StfLAp8 #socialmedia	
620592821767143424	negative	"Just gonna say it: The lyrics in ""Bad Blood"" sound like they were written by a 7th grader. ""Done"" doesn't have two syllables, Taylor."	
620598088642785280	positive	"TOMORROW is the big day!!!!!  Do you have your copy reserved?  Go Set a Watchman, by Harper Lee.   On sale here... http://t.co/bd9RFkoUSC"	
620603327932461056	negative	Harrowingly fawning article about George Osborne (warning: may cause severe nausea) https://t.co/qYQNcyg9f1	
620605810159296513	positive	I have two wishes: 1) that it was Tuesday already; 2) that I had ten eyes so I could read Go Set a Watchman faster.	
620606254025674752	negative	"Go Set a Watchman is out tomorrow. This means we can expect to see speed readers on the news.    ""I read it in 45 minutes"" ""Piss off. Now!!"""	
620611678527471616	neutral	See classic TO KILL A MOCKINGBIRD tonight 7 pm @CineplexMovies in Bayers Lake before Go Set a Watchman release Tues. http://t.co/5ccb9DFIco	
620612420436791296	neutral	"Harper Lee, the author of the American literature classic To Kill a Mockingbird, will publish her 2nd book, Go Set a Watchman, this Tuesday"	
620613066586238976	neutral	Reminder #Syriza doesn't have half the leftist balls of George Osborne who liquidated the buy-to-let rentier. http://t.co/RLTMqO1DI4	
620621995529650177	neutral	May d Almighty ALLAH in his infinite mercy use dis set of service chiefs as the tool 2 end d Boko Haram menace on our land. @DefenceInfoNG	
620622988539494400	positive	"All kinds of fun things happening for the launch of Go Set a Watchman tomorrow - come along for American-style sweets, treats + prizes #GSOW"	
620629175469084672	neutral	will try to watch Brave first then will deal with AHS while sulking over Go Set a Watchman tomorrow	
620630388336037889	neutral	"@thedaveschram @Tim_Deegan @LeahDaniels next year, Craven will have the Zac Brown Band on Friday after years of requesting them!"	
620630919964192768	neutral	"Go Set a Watchman on shelves Tuesday, some already upset with sequel: http://t.co/8PtcFAKDc0 (PHOTO: HarperCollins) http://t.co/jNsBSZyIwb"	
620637305422770176	positive	"Support Local Business! This Sunday is National Ice Cream Day, why not escape the heat and celebrate with our... http://t.co/Ocqde6NHVW"	
620638288911560709	neutral	Fifty five years ago today TO KILL A MOCKINGBIRD was published. GO SET A WATCHMAN is released tomorrow. Will you read it?	
620640768265428992	negative	"I may never read ""Watchman"" after this review. What would be the point? https://t.co/C6G1DUO5RY"	
620643540691873792	positive	"Harper Lee's Go Set a Watchman comes out tomorrow, I just want to call into work so I can read it all day."	
620644077902671872	positive	"It's finally here! Tomorrow sees the release of Harper Lee's Go Set a Watchman, a sequel to the legendary To Kill... http://t.co/SCJw0J9NOd"	
620645999242047488	positive	"Hey! Our August book, Go Set a Watchman by Harper Lee is out tomorrow for all you eager readers!"	
620646196827140096	negative	"So Watchman is an earlier draft of Mockingbird?? People have been had in getting excited for this. C'mon public, you're better than this."	
620647680969191424	negative	George Osborne will on Tuesday reject calls for the UK to take part in latest Greek bailout: FT	
620648589224755200	positive	"Wow! Big 24 hours for @BKComets!! 1st, @theOliviaJordan named Miss USA, now @kidkeuchy is named a starter for the MLB All-Star Game!! #Tulsa"	
620650520093552640	positive	"The new Iron Maiden album, Mobility Scooter to the Hills, is out September 4th. Bless these old codgers."	
620652554431565824	neutral	@oiler_country It may have been a one time thing as Paul McCartney played the hockey arena &amp; Wrestlemania was in the football arena.	
620653423122198528	neutral	"If Sheamus lose against Orton, will be cashing MITB briefcase same night? And what about Dean Ambrose? https://t.co/dsp5UmKbPm"	
620653743046963201	positive	Congratulations to our Texas beauty for placing 1ST RUNNER UP at the Miss USA pageant last night! WINX is the... http://t.co/dMES00wgOT	
620655393446973440	neutral	"On the one hand, George Osborne &amp; Theresa May. On the other, Scott Walker &amp; Donald Trump. Clowns to the left of me, jokers to my right..."	
620660657050902529	neutral	WWE announced on their Twitter account that Randy Orton would be facing Sheamus this Sunday at the Battleground PPV #WWE2K16 #Raw	
620662130895814657	neutral	Miss Oklahoma wins Miss USA; Trump is the elephant (who wasn't) in the room: The Miss USA Pageant was held Sun... http://t.co/tvRyaWMSPT	
620664357706432512	neutral	A girl named Jordan just got crowned Miss USA on Sunday. It wasn't me in case you were wondering...	
620664591622668288	neutral	"So, Miss USA last night, the AL All-Star starting pitcher today. What's going to be tomorrow for Bishop Kelley HS?"	
620667314623676416	negative	@SkyNewsTonight George Osborne must be p***ing himself. Talk about unintended consequences. PMQs will be interesting on Wednesday	
620668597346652160	positive	Haley Laundrie represented Lake Mills in the Miss USA pageant Sunday. She is the first woman from the county to do so http://t.co/Qs9CUOweqv	
620671084388610048	neutral	I am looking for to the release of Go Set a Watchman tomorrow by Harper Lee . I am NOT happy with all the spoilers  telling me about  it.	
620671260859699200	positive	Meet the new NSA; Major General MT Monguno.... May almighty God give him the wisdom to defeat Boko Haram! Amen http://t.co/YIWi87aH5L	
620671902621696000	neutral	Monday Night Raw tonight and we have one thing confirmed... Sheamus takes on Randy Orton at Battleground!	
620672851813609472	positive	Go Set a Watchman - the highly anticipated second novel by Harper Lee is in stock and available for pre order today. - Pick up tomorrow.	
620673321043144707	negative	"Bumpy road ... George Osborne - ""UK won't help with brigding loan to Greece"" according to The Guardian. http://t.co/HNzyOkMzi3"	
620673647565533185	positive	Randy Orton vs. Sheamus has been added to the #WWEBattleground match card. I'm pumped about going to it on Sunday.	
620674642194251780	neutral	Randy Orton will face off with Sheamus at #WWEBattleground on Sunday.      http://t.co/oDY1FgiqlP	
620675726124171265	neutral	"July 17 @ the Prudential Center, Dean Ambrose vs. Seth Rollins World Heavyweight Championship Street Fight. Lets go SETH @WWERollins @WWE"	
620678986411167744	positive	@Five_Guys ... AND the 23rd is National Hot Dog Day ;-)	
620680006939742208	positive	"Please, please, please come true. I'm counting down the hours until Watchman's release. https://t.co/kUSvDa1zW7"	
620685572760313856	positive	We thought it would be a great idea to read the brand new Go Set a Watchman by Harper Lee starting August 1st! http://t.co/PR2OMq3bGO	
620694757447176192	neutral	"Sunday, during the Q&amp;A segment of the Miss USA pageant Miss Texas (Ylianna Guerra) made such an unapologetically... http://t.co/LJftdgulTQ"	
620695735906885632	positive	"Eager to read Go Set a Watchman. Will be out tomorrow, can't wait to get my hands on it!"	
620697185835991040	negative	Got caught up on sat&amp;sun's paper. Pretty upset that the Lexington Herald-Leader put a Go Set a Watchman spoiler on the front page.	
620699094349123584	neutral	"Bad Blood is a v catchy song but the lyrics are such a ""omg he sat next to my bff at lunch instead of me"" anthem."	
620701045480534016	negative	"Man behind 5th-grade insults in @RollingStone hot take a ""senior editor"" ... which explains a lot about Rolling Stone http://t.co/7rGAm1ju86"	
620702143255740416	positive	I get Harper Lee's new book Go Set a Watchman tomorrow   I haven't been this excited about a new book in a long long time	
620703635069116416	positive	I just realized that Go Set a Watchman comes out tomorrow!!!	
620704161928216576	positive	@The_MaleBoss: Boko Haram will soon know the 'strength of our collective will' In Sha Allah. May God guide the new Service Chiefs!. Amin	
620705001170694145	negative	"The Borno state police commissioner, Aderemi Opadokun, on Monday confirmed fresh attacks by the Boko Haram sect... http://t.co/3svj6EGFlP"	
620709550744838144	neutral	"GO SET A WATCHMAN drops tomorrow. ICYMI, I talked to indie bookstores around the country about their preparations http://t.co/Xp4UaKd4G5"	
620713562173009920	neutral	ReelzChannel's broadcast of the Miss USA pageant topped Nielsen Twitter TV ratings Sunday night.  More:... http://t.co/rX4ezzD5lr	
620713775662956544	positive	"Buy Go Set a Watchman tomorrow guys, it's a big deal"	
620718775877419012	positive	Whoa! National Ice Cream Day is in six days?! You may want to pay special attention here and on our Facebook &amp; Instagram accounts on Sunday.	
620721131817988097	neutral	"@diversemind sorry about that, I didn't see it! I'm going to peep the article, are you gonna buy ""Watchman"" tomorrow? And yes by the way."	
620722338754088960	positive	Congratulations @RealMissTXUSA for being first runner up in the Miss USA pageant Sunday!	
620722821870829568	neutral	"@Michael22418062 Watchman was the 1st draft of Mockingbird, which was then changed beyond recognition. @kelly_carlin"	
620733114361487360	positive	"#bbcdp Great to see EU Solidarity from George Osborne whose 1st Worry was about the effect of GREEK Crisis on UK Economy, not Poor GREEK Ppl"	
620734205882953728	neutral	"http://t.co/IafdOkWbQ5 (Reuters) - Oklahoma's Olivia Jordan was crowned Miss USA on Sunday, capping weeks of controversy in the run-up to"	
620736771278540800	positive	"Tomorrow 7-14-15 the new Harper Lee novel ""Go set a Watchman"" is released !!!"	
620736812101730305	positive	"Go Set a Watchman (the sequel to ""To Kill a Mockingbird"") hits the bookshelves tomorrow!!!!! #hype #turnt"	
620737695761838080	positive	@LoweCatherine I can't wait to get Watchman tomorrow...more because I want to see her maturation as a writer. Forensic reading.	
620738094237675520	positive	"Who else is excited about Go Set a Watchman by Harper Lee, which hits stores this Tuesday? Stop by Barnes &amp; Noble... http://t.co/7A3mG21REx"	
620738911011229701	neutral	EN DIRECT sur #Periscope : im practicing the rolling stone for wednesday in quebec https://t.co/FjGtSfQwUN	
620739696759578624	neutral	"Hero, anti-hero: one in the same? Go Set a Watchman out tomorrow. American Masters http://t.co/hsBnlYW2Cq @pbsteachers"	
620744694813687808	positive	@KFROGRadio so glad I was the grand prize winner to see Zac Brown Band I can't wait til October :)	
620750648938790912	neutral	Let's talk about the situation that's arisen between Sheamus and Randy Orton...... We still don't care 3 years after the 1st time.	
620750954032443392	neutral	"Go Set a Watchman comes out tomorrow! Do you plan to read it?   I have to reread TKAM first, but then I definitely... http://t.co/v1iYNZSN5Y"	
620751371294408704	positive	One day Dean Ambrose will be WWE CHAMPION and mark April 3 2016 on your calendar #ambroseforWWECHAMPION http://t.co/JQIWKJoCiE	
620751745849913344	positive	Go Set a Watchman will be here tomorrow with some pants I ordered :')	
620753432706560000	neutral	Johnny Lennon is going to ask Paul McCartney and McCartney's right love to be based in Jerusalem for the July 15th Apple time event.	
620757000989839360	positive	"It's almost time! Harper Lee's new book ""Go Set a Watchman"" will be on sale at 7 am, Tuesday the 14th! That is... http://t.co/mrh0PtUuoV"	
